from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,58.139,-20.051,Cape Town Intl,Cape Town,South Africa,19.002,-33.942,South African Airways,South Africa,4143
Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,58.139,-20.051,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,3101
Matsapha,Manzini,Swaziland,31.512,-26.216,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,318
Jomo Kenyatta International,Nairobi,Kenya,37.545,-0.866,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,2916
Perth Intl,Perth,Australia,116.611,-31.901,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,8384
Port Elizabeth Intl,Port Elizabeth,South Africa,26.028,-33.975,Cape Town Intl,Cape Town,South Africa,19.002,-33.942,South African Airways,South Africa,647
Port Elizabeth Intl,Port Elizabeth,South Africa,26.028,-33.975,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,962
Pietersburg,Pietersburg,South Africa,29.807,-23.877,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,234
Richards Bay,Richard's Bay,South Africa,32.153,-28.569,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,498
Sydney Intl,Sydney,Australia,151.295,-33.911,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,11068
Ivato,Antananarivo,Madagascar,47.798,-18.662,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,2136
Upington,Upington,South Africa,21.433,-27.999,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,743
Victoria Falls Intl,Victoria Falls,Zimbabwe,26.398,-17.494,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,921
Windhoek Hosea Kutako International Airport ,Windhoek,Namibia,17.77,-22.145,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,1146
Walvis Bay Airport,Walvis Bay,Namibia,15.075,-22.967,Johannesburg Intl,Johannesburg,South Africa,28.41,-25.566,South African Airways,South Africa,1381
Auckland Intl,Auckland,New Zealand,175.319,-36.347,La Tontouta,Noumea,New Caledonia,166.354,-21.358,Air Caledonie International,France,1879
Pointe Vele Airport,Futuna Island,Wallis and Futuna,-177.444,-13.853,Wallis,Wallis,Wallis and Futuna,-175.666,-12.731,Air Caledonie International,France,229
Kansai,Osaka,Japan,135.406,34.724,La Tontouta,Noumea,New Caledonia,166.354,-21.358,Air Caledonie International,France,7040
Nadi Intl,Nandi,Fiji,177.738,-17.593,Wallis,Wallis,Wallis and Futuna,-175.666,-12.731,Air Caledonie International,France,890
La Tontouta,Noumea,New Caledonia,166.354,-21.358,Brisbane Intl,Brisbane,Australia,153.195,-26.974,Air Caledonie International,France,1472
La Tontouta,Noumea,New Caledonia,166.354,-21.358,Kansai,Osaka,Japan,135.406,34.724,Air Caledonie International,France,7040
La Tontouta,Noumea,New Caledonia,166.354,-21.358,Narita Intl,Tokyo,Japan,140.643,36.274,Air Caledonie International,France,6954
La Tontouta,Noumea,New Caledonia,166.354,-21.358,Sydney Intl,Sydney,Australia,151.295,-33.911,Air Caledonie International,France,2032
La Tontouta,Noumea,New Caledonia,166.354,-21.358,Wallis,Wallis,Wallis and Futuna,-175.666,-12.731,Air Caledonie International,France,2135
Faa\\'a International,Papeete,French Polynesia,-149.353,-17.262,La Tontouta,Noumea,New Caledonia,166.354,-21.358,Air Caledonie International,France,4655
Port Vila Bauerfield,Port-vila,Vanuatu,168.532,-17.499,La Tontouta,Noumea,New Caledonia,166.354,-21.358,Air Caledonie International,France,486
Wallis,Wallis,Wallis and Futuna,-175.666,-12.731,Nadi Intl,Nandi,Fiji,177.738,-17.593,Air Caledonie International,France,890
Beihai Airport,Beihai,China,109.49,21.899,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Shandong Airlines,China,1406
Baiyun Intl,Guangzhou,China,113.497,23.654,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,1575
Xinzheng,Zhengzhou,China,114.401,34.866,Jiangbei,Chongqing,China,107.069,30.198,Shandong Airlines,China,860
Xinzheng,Zhengzhou,China,114.401,34.866,Liangjiang,Guilin,China,110.065,25.363,Shandong Airlines,China,1135
Xinzheng,Zhengzhou,China,114.401,34.866,Phoenix International,Sanya,China,109.687,18.504,Shandong Airlines,China,1877
Xinzheng,Zhengzhou,China,114.401,34.866,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,389
Changchun,Changchun,China,125.2,43.902,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,915
Changchun,Changchun,China,125.2,43.902,Laishan,Yantai,China,121.619,37.669,Shandong Airlines,China,755
Jiangbei,Chongqing,China,107.069,30.198,Longdongbao,Guiyang,China,107.334,26.897,Shandong Airlines,China,367
Jiangbei,Chongqing,China,107.069,30.198,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,1243
Jiangbei,Chongqing,China,107.069,30.198,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,1245
Huanghua,Changcha,China,113.366,28.315,Luogang,Hefei,China,117.497,32.3,Shandong Airlines,China,594
Huanghua,Changcha,China,113.366,28.315,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,1131
Huanghua,Changcha,China,113.366,28.315,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,612
Shuangliu,Chengdu,China,104.578,30.964,Liangjiang,Guilin,China,110.065,25.363,Shandong Airlines,China,822
Shuangliu,Chengdu,China,104.578,30.964,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,1375
Zhoushuizi,Dalian,China,121.897,39.609,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,369
Zhoushuizi,Dalian,China,121.897,39.609,Laishan,Yantai,China,121.619,37.669,Shandong Airlines,China,217
Changle,Fuzhou,China,120.105,26.558,Meilan,Haikou,China,110.764,20.558,Shandong Airlines,China,1161
Changle,Fuzhou,China,120.105,26.558,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,1235
Meilan,Haikou,China,110.764,20.558,Changle,Fuzhou,China,120.105,26.558,Shandong Airlines,China,1161
Baita Airport,Huhhot,China,112.373,41.419,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,616
Luogang,Hefei,China,117.497,32.3,Huanghua,Changcha,China,113.366,28.315,Shandong Airlines,China,594
Luogang,Hefei,China,117.497,32.3,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,542
Luogang,Hefei,China,117.497,32.3,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,825
Xiaoshan,Hangzhou,China,120.724,30.382,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,674
Xiaoshan,Hangzhou,China,120.724,30.382,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,657
Xiaoshan,Hangzhou,China,120.724,30.382,Zhuhai Airport,Zhuhai,China,113.626,22.01,Shandong Airlines,China,1168
Taiping,Harbin,China,126.417,46.039,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,1170
Incheon Intl,Seoul,South Korea,126.75,37.781,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,563
Yinchuan,Yinchuan,China,106.015,38.803,Xinzheng,Zhengzhou,China,114.401,34.866,Shandong Airlines,China,864
Yinchuan,Yinchuan,China,106.015,38.803,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,115.162,38.467,Shandong Airlines,China,795
Yinchuan,Yinchuan,China,106.015,38.803,Diwopu,Urumqi,China,87.79,44.511,Shandong Airlines,China,1637
Jingdezhen Airport,Jingdezhen,China,117.293,29.564,Shuangliu,Chengdu,China,104.578,30.964,Shandong Airlines,China,1230
Kashi,Kashi,China,76.033,39.904,Diwopu,Urumqi,China,87.79,44.511,Shandong Airlines,China,1094
Changbei Intl,Nanchang,China,116.5,29.441,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,891
Changbei Intl,Nanchang,China,116.5,29.441,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,531
Wujiaba,Kunming,China,103.239,25.653,Lukou,Nanjing,China,119.436,32.236,Shandong Airlines,China,1735
Wujiaba,Kunming,China,103.239,25.653,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,1507
Longdongbao,Guiyang,China,107.334,26.897,Jiangbei,Chongqing,China,107.069,30.198,Shandong Airlines,China,367
Longdongbao,Guiyang,China,107.334,26.897,Tianhe,Wuhan,China,114.346,31.306,Shandong Airlines,China,838
Longdongbao,Guiyang,China,107.334,26.897,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,1109
Liangjiang,Guilin,China,110.065,25.363,Shuangliu,Chengdu,China,104.578,30.964,Shandong Airlines,China,822
Liangjiang,Guilin,China,110.065,25.363,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,821
Lanzhou Airport,Lanzhou,China,104.028,36.195,Wusu,Taiyuan,China,113.047,38.244,Shandong Airlines,China,830
Luoyang Airport,Luoyang,China,112.466,34.683,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,1219
Lishe,Ninbo,China,121.769,30.377,Wai Sha Airport,Shantou,China,117.138,23.666,Shandong Airlines,China,875
Lishe,Ninbo,China,121.769,30.377,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,883
Lukou,Nanjing,China,119.436,32.236,Jiangbei,Chongqing,China,107.069,30.198,Shandong Airlines,China,1196
Lukou,Nanjing,China,119.436,32.236,Wujiaba,Kunming,China,103.239,25.653,Shandong Airlines,China,1735
Lukou,Nanjing,China,119.436,32.236,Wusu,Taiyuan,China,113.047,38.244,Shandong Airlines,China,884
Lukou,Nanjing,China,119.436,32.236,Laishan,Yantai,China,121.619,37.669,Shandong Airlines,China,635
Wuxu,Nanning,China,108.287,23.013,Tianhe,Wuhan,China,114.346,31.306,Shandong Airlines,China,1099
Capital Intl,Beijing,China,116.974,40.133,Yinchuan,Yinchuan,China,106.015,38.803,Shandong Airlines,China,951
Capital Intl,Beijing,China,116.974,40.133,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,302
Capital Intl,Beijing,China,116.974,40.133,Laishan,Yantai,China,121.619,37.669,Shandong Airlines,China,486
Hongqiao Intl,Shanghai,China,121.56,31.329,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,575
Hongqiao Intl,Shanghai,China,121.56,31.329,Laishan,Yantai,China,121.619,37.669,Shandong Airlines,China,704
Shijiazhuang Daguocun International Airport,Shijiazhuang,China,115.162,38.467,Yinchuan,Yinchuan,China,106.015,38.803,Shandong Airlines,China,795
Wai Sha Airport,Shantou,China,117.138,23.666,Lishe,Ninbo,China,121.769,30.377,Shandong Airlines,China,875
Phoenix International,Sanya,China,109.687,18.504,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,2232
Baoan Intl,Shenzhen,China,114.351,23.065,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,1605
Baoan Intl,Shenzhen,China,114.351,23.065,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Shandong Airlines,China,931
Liuting,Qingdao,China,120.624,36.443,Baiyun Intl,Guangzhou,China,113.497,23.654,Shandong Airlines,China,1577
Liuting,Qingdao,China,120.624,36.443,Changchun,Changchun,China,125.2,43.902,Shandong Airlines,China,915
Liuting,Qingdao,China,120.624,36.443,Shuangliu,Chengdu,China,104.578,30.964,Shandong Airlines,China,1601
Liuting,Qingdao,China,120.624,36.443,Meilan,Haikou,China,110.764,20.558,Shandong Airlines,China,2009
Liuting,Qingdao,China,120.624,36.443,Xiaoshan,Hangzhou,China,120.724,30.382,Shandong Airlines,China,674
Liuting,Qingdao,China,120.624,36.443,Incheon Intl,Seoul,South Korea,126.75,37.781,Shandong Airlines,China,563
Liuting,Qingdao,China,120.624,36.443,Lukou,Nanjing,China,119.436,32.236,Shandong Airlines,China,480
Liuting,Qingdao,China,120.624,36.443,Hongqiao Intl,Shanghai,China,121.56,31.329,Shandong Airlines,China,575
Liuting,Qingdao,China,120.624,36.443,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,115.162,38.467,Shandong Airlines,China,531
Liuting,Qingdao,China,120.624,36.443,Taoyuan Intl,Taipei,Taiwan,121.388,25.129,Shandong Airlines,China,1260
Liuting,Qingdao,China,120.624,36.443,Wusu,Taiyuan,China,113.047,38.244,Shandong Airlines,China,698
Liuting,Qingdao,China,120.624,36.443,Tianhe,Wuhan,China,114.346,31.306,Shandong Airlines,China,813
Liuting,Qingdao,China,120.624,36.443,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,1303
Jinan,Jinan,China,117.359,37.428,Baiyun Intl,Guangzhou,China,113.497,23.654,Shandong Airlines,China,1575
Jinan,Jinan,China,117.359,37.428,Jiangbei,Chongqing,China,107.069,30.198,Shandong Airlines,China,1243
Jinan,Jinan,China,117.359,37.428,Shuangliu,Chengdu,China,104.578,30.964,Shandong Airlines,China,1375
Jinan,Jinan,China,117.359,37.428,Changle,Fuzhou,China,120.105,26.558,Shandong Airlines,China,1235
Jinan,Jinan,China,117.359,37.428,Luogang,Hefei,China,117.497,32.3,Shandong Airlines,China,570
Jinan,Jinan,China,117.359,37.428,Taiping,Harbin,China,126.417,46.039,Shandong Airlines,China,1215
Jinan,Jinan,China,117.359,37.428,Yinchuan,Yinchuan,China,106.015,38.803,Shandong Airlines,China,1003
Jinan,Jinan,China,117.359,37.428,Kansai,Osaka,Japan,135.406,34.724,Shandong Airlines,China,1646
Jinan,Jinan,China,117.359,37.428,Lanzhou Airport,Lanzhou,China,104.028,36.195,Shandong Airlines,China,1193
Jinan,Jinan,China,117.359,37.428,Capital Intl,Beijing,China,116.974,40.133,Shandong Airlines,China,302
Jinan,Jinan,China,117.359,37.428,Hongqiao Intl,Shanghai,China,121.56,31.329,Shandong Airlines,China,779
Jinan,Jinan,China,117.359,37.428,Baoan Intl,Shenzhen,China,114.351,23.065,Shandong Airlines,China,1622
Jinan,Jinan,China,117.359,37.428,Wusu,Taiyuan,China,113.047,38.244,Shandong Airlines,China,389
Jinan,Jinan,China,117.359,37.428,Weihai Airport,Weihai,China,122.381,37.311,Shandong Airlines,China,443
Jinan,Jinan,China,117.359,37.428,Tianhe,Wuhan,China,114.346,31.306,Shandong Airlines,China,734
Jinan,Jinan,China,117.359,37.428,Xianyang,Xi'an,China,109.252,34.745,Shandong Airlines,China,786
Jinan,Jinan,China,117.359,37.428,Laishan,Yantai,China,121.619,37.669,Shandong Airlines,China,376
Taoyuan Intl,Taipei,Taiwan,121.388,25.129,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,1419
Binhai,Tianjin,China,117.576,39.207,Baita Airport,Huhhot,China,112.373,41.419,Shandong Airlines,China,504
Wusu,Taiyuan,China,113.047,38.244,Dongsheng,Dongsheng,China,110.055,40.416,Shandong Airlines,China,352
Wusu,Taiyuan,China,113.047,38.244,Lukou,Nanjing,China,119.436,32.236,Shandong Airlines,China,884
Wusu,Taiyuan,China,113.047,38.244,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,389
Wusu,Taiyuan,China,113.047,38.244,Xianyang,Xi'an,China,109.252,34.745,Shandong Airlines,China,516
Diwopu,Urumqi,China,87.79,44.511,Yinchuan,Yinchuan,China,106.015,38.803,Shandong Airlines,China,1637
Diwopu,Urumqi,China,87.79,44.511,Lanzhou Airport,Lanzhou,China,104.028,36.195,Shandong Airlines,China,1653
Diwopu,Urumqi,China,87.79,44.511,Wusu,Taiyuan,China,113.047,38.244,Shandong Airlines,China,2209
Weihai Airport,Weihai,China,122.381,37.311,Changchun,Changchun,China,125.2,43.902,Shandong Airlines,China,770
Weihai Airport,Weihai,China,122.381,37.311,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,443
Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Baoan Intl,Shenzhen,China,114.351,23.065,Shandong Airlines,China,931
Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,1060
Tianhe,Wuhan,China,114.346,31.306,Jiangbei,Chongqing,China,107.069,30.198,Shandong Airlines,China,706
Tianhe,Wuhan,China,114.346,31.306,Longdongbao,Guiyang,China,107.334,26.897,Shandong Airlines,China,838
Tianhe,Wuhan,China,114.346,31.306,Liuting,Qingdao,China,120.624,36.443,Shandong Airlines,China,813
Tianhe,Wuhan,China,114.346,31.306,Gaoqi,Xiamen,China,118.212,24.906,Shandong Airlines,China,806
Nanping Wuyishan Airport Airport,Wuyishan,China,118.001,28.169,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,1031
Xianyang,Xi'an,China,109.252,34.745,Longdongbao,Guiyang,China,107.334,26.897,Shandong Airlines,China,891
Xianyang,Xi'an,China,109.252,34.745,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,786
Xianyang,Xi'an,China,109.252,34.745,Diwopu,Urumqi,China,87.79,44.511,Shandong Airlines,China,2125
Gaoqi,Xiamen,China,118.212,24.906,Jiangbei,Chongqing,China,107.069,30.198,Shandong Airlines,China,1245
Gaoqi,Xiamen,China,118.212,24.906,Luogang,Hefei,China,117.497,32.3,Shandong Airlines,China,825
Gaoqi,Xiamen,China,118.212,24.906,Jingdezhen Airport,Jingdezhen,China,117.293,29.564,Shandong Airlines,China,525
Gaoqi,Xiamen,China,118.212,24.906,Wujiaba,Kunming,China,103.239,25.653,Shandong Airlines,China,1507
Gaoqi,Xiamen,China,118.212,24.906,Liangjiang,Guilin,China,110.065,25.363,Shandong Airlines,China,821
Gaoqi,Xiamen,China,118.212,24.906,Lishe,Ninbo,China,121.769,30.377,Shandong Airlines,China,701
Gaoqi,Xiamen,China,118.212,24.906,Phoenix International,Sanya,China,109.687,18.504,Shandong Airlines,China,1131
Gaoqi,Xiamen,China,118.212,24.906,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,1394
Gaoqi,Xiamen,China,118.212,24.906,Zhuhai Airport,Zhuhai,China,113.626,22.01,Shandong Airlines,China,567
Laishan,Yantai,China,121.619,37.669,Baiyun Intl,Guangzhou,China,113.497,23.654,Shandong Airlines,China,1739
Laishan,Yantai,China,121.619,37.669,Zhoushuizi,Dalian,China,121.897,39.609,Shandong Airlines,China,217
Laishan,Yantai,China,121.619,37.669,Lukou,Nanjing,China,119.436,32.236,Shandong Airlines,China,635
Laishan,Yantai,China,121.619,37.669,Hongqiao Intl,Shanghai,China,121.56,31.329,Shandong Airlines,China,704
Laishan,Yantai,China,121.619,37.669,Jinan,Jinan,China,117.359,37.428,Shandong Airlines,China,376
Laishan,Yantai,China,121.619,37.669,Wusu,Taiyuan,China,113.047,38.244,Shandong Airlines,China,753
Zhuhai Airport,Zhuhai,China,113.626,22.01,Xiaoshan,Hangzhou,China,120.724,30.382,Shandong Airlines,China,1168
Zhuhai Airport,Zhuhai,China,113.626,22.01,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Shandong Airlines,China,1066
Bole Intl,Addis Ababa,Ethiopia,39.332,9.629,Khartoum,Khartoum,Sudan,32.921,15.982,Sudan Airways,Sudan,990
Asmara Intl,Asmara,Eritrea,39.517,15.486,Khartoum,Khartoum,Sudan,32.921,15.982,Sudan Airways,Sudan,708
Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,Khartoum,Khartoum,Sudan,32.921,15.982,Sudan Airways,Sudan,2502
Cairo Intl,Cairo,Egypt,31.675,30.203,Port Sudan New International Airport,Port Sudan,Sudan,37.39,19.722,Sudan Airways,Sudan,1299
Doha Intl,Doha,Qatar,51.941,25.435,Khartoum,Khartoum,Sudan,32.921,15.982,Sudan Airways,Sudan,2236
El Obeid,El Obeid,Sudan,30.387,13.255,Nyala Airport,Nyala,Sudan,25.593,12.089,Sudan Airways,Sudan,536
El Fashir,El Fasher,Sudan,25.541,14.024,Khartoum,Khartoum,Sudan,32.921,15.982,Sudan Airways,Sudan,821
King Abdulaziz Intl,Jeddah,Saudi Arabia,39.26,22.132,Port Sudan New International Airport,Port Sudan,Sudan,37.39,19.722,Sudan Airways,Sudan,330
Juba,Juba,South Sudan,32.001,5.453,Malakal,Malakal,Sudan,32.087,9.931,Sudan Airways,Sudan,498
Juba,Juba,South Sudan,32.001,5.453,Wau Airport,Wau,Sudan,28.633,8.208,Sudan Airways,Sudan,481
Khartoum,Khartoum,Sudan,32.921,15.982,Bole Intl,Addis Ababa,Ethiopia,39.332,9.629,Sudan Airways,Sudan,990
Khartoum,Khartoum,Sudan,32.921,15.982,Asmara Intl,Asmara,Eritrea,39.517,15.486,Sudan Airways,Sudan,708
Khartoum,Khartoum,Sudan,32.921,15.982,Cairo Intl,Cairo,Egypt,31.675,30.203,Sudan Airways,Sudan,1586
Khartoum,Khartoum,Sudan,32.921,15.982,Dubai Intl,Dubai,United Arab Emirates,55.607,25.421,Sudan Airways,Sudan,2577
Khartoum,Khartoum,Sudan,32.921,15.982,Geneina Airport,Geneina,Sudan,22.778,13.802,Sudan Airways,Sudan,1116
Khartoum,Khartoum,Sudan,32.921,15.982,King Abdulaziz Intl,Jeddah,Saudi Arabia,39.26,22.132,Sudan Airways,Sudan,954
Khartoum,Khartoum,Sudan,32.921,15.982,Kassala,Kassala,Sudan,36.548,15.645,Sudan Airways,Sudan,389
Khartoum,Khartoum,Sudan,32.921,15.982,Ndjamena Hassan Djamous,N'djamena,Chad,15.056,12.222,Sudan Airways,Sudan,1970
Khartoum,Khartoum,Sudan,32.921,15.982,King Khaled Intl,Riyadh,Saudi Arabia,47.164,25.596,Sudan Airways,Sudan,1823
Khartoum,Khartoum,Sudan,32.921,15.982,Nyala Airport,Nyala,Sudan,25.593,12.089,Sudan Airways,Sudan,901
Kassala,Kassala,Sudan,36.548,15.645,Khartoum,Khartoum,Sudan,32.921,15.982,Sudan Airways,Sudan,389
Malakal,Malakal,Sudan,32.087,9.931,Khartoum,Khartoum,Sudan,32.921,15.982,Sudan Airways,Sudan,678
Ndjamena Hassan Djamous,N'djamena,Chad,15.056,12.222,Mallam Aminu Intl,Kano,Nigeria,8.874,12.079,Sudan Airways,Sudan,672
Port Sudan New International Airport,Port Sudan,Sudan,37.39,19.722,Cairo Intl,Cairo,Egypt,31.675,30.203,Sudan Airways,Sudan,1299
Port Sudan New International Airport,Port Sudan,Sudan,37.39,19.722,Khartoum,Khartoum,Sudan,32.921,15.982,Sudan Airways,Sudan,629
Sharjah Intl,Sharjah,United Arab Emirates,55.861,25.547,Khartoum,Khartoum,Sudan,32.921,15.982,Sudan Airways,Sudan,2606
Wau Airport,Wau,Sudan,28.633,8.208,Juba,Juba,South Sudan,32.001,5.453,Sudan Airways,Sudan,481
Samaná El Catey International Airport,Samana,Dominican Republic,-69.57,19.445,Charles De Gaulle,Paris,France,2.916,49.021,XL Airways France,France,7123
Charles De Gaulle,Paris,France,2.916,49.021,Cancun Intl,Cancun,Mexico,-86.796,21.06,XL Airways France,France,8236
Charles De Gaulle,Paris,France,2.916,49.021,Male Intl,Male,Maldives,73.881,4.319,XL Airways France,France,8264
Charles De Gaulle,Paris,France,2.916,49.021,Venezia Tessera,Venice,Italy,12.586,45.842,XL Airways France,France,807
Phuket Intl,Phuket,Thailand,98.528,8.188,Charles De Gaulle,Paris,France,2.916,49.021,XL Airways France,France,9726
Nantes Atlantique,Nantes,France,-1.352,47.255,Venezia Tessera,Venice,Italy,12.586,45.842,XL Airways France,France,1075
Venezia Tessera,Venice,Italy,12.586,45.842,Charles De Gaulle,Paris,France,2.916,49.021,XL Airways France,France,807
Juan Gualberto Gomez Intl,Varadero,Cuba,-81.059,23.057,Charles De Gaulle,Paris,France,2.916,49.021,XL Airways France,France,7668
Ahmedabad,Ahmedabad,India,73.057,23.128,Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Spicejet,India,1603
Ahmedabad,Ahmedabad,India,73.057,23.128,Goa,Goa,India,74.385,15.634,Spicejet,India,844
Ahmedabad,Ahmedabad,India,73.057,23.128,Jaipur,Jaipur,India,76.353,27.373,Spicejet,India,576
Ahmedabad,Ahmedabad,India,73.057,23.128,Pune,Pune,India,74.532,18.97,Spicejet,India,487
Bhopal,Bhopal,India,77.562,23.479,Hyderabad,Hyderabad,India,78.779,17.755,Spicejet,India,648
Bangalore,Bangalore,India,78.113,13.583,Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Spicejet,India,794
Bangalore,Bangalore,India,78.113,13.583,Indira Gandhi Intl,Delhi,India,77.171,28.944,Spicejet,India,1710
Bangalore,Bangalore,India,78.113,13.583,Chennai Intl,Madras,India,80.3,13.657,Spicejet,India,236
Bangalore,Bangalore,India,78.113,13.583,Pune,Pune,India,74.532,18.97,Spicejet,India,710
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Ahmedabad,Ahmedabad,India,73.057,23.128,Spicejet,India,444
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Spicejet,India,1645
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Cochin,Kochi,India,76.652,10.259,Spicejet,India,1046
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Goa,Goa,India,74.385,15.634,Spicejet,India,403
Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Jaipur,Jaipur,India,76.353,27.373,Spicejet,India,961
Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Ahmedabad,Ahmedabad,India,73.057,23.128,Spicejet,India,1603
Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Spicejet,India,1645
Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,91.976,26.176,Spicejet,India,473
Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Agartala,Agartala,India,91.4,24.478,Spicejet,India,311
Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,Chennai Intl,Madras,India,80.3,13.657,Spicejet,India,1375
Coimbatore,Coimbatore,India,77.072,11.05,Hyderabad,Hyderabad,India,78.779,17.755,Spicejet,India,767
Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,Chennai Intl,Madras,India,80.3,13.657,Spicejet,India,707
Cochin,Kochi,India,76.652,10.259,Indira Gandhi Intl,Delhi,India,77.171,28.944,Spicejet,India,2078
Cochin,Kochi,India,76.652,10.259,Chennai Intl,Madras,India,80.3,13.657,Spicejet,India,547
Indira Gandhi Intl,Delhi,India,77.171,28.944,Bhopal,Bhopal,India,77.562,23.479,Spicejet,India,608
Indira Gandhi Intl,Delhi,India,77.171,28.944,Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Spicejet,India,1152
Indira Gandhi Intl,Delhi,India,77.171,28.944,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,91.976,26.176,Spicejet,India,1490
Indira Gandhi Intl,Delhi,India,77.171,28.944,Hyderabad,Hyderabad,India,78.779,17.755,Spicejet,India,1254
Indira Gandhi Intl,Delhi,India,77.171,28.944,Bagdogra,Baghdogra,India,88.547,27.135,Spicejet,India,1133
Indira Gandhi Intl,Delhi,India,77.171,28.944,Jaipur,Jaipur,India,76.353,27.373,Spicejet,India,192
